wl	n
1.28341	2.24641423004
1.28637	2.24627538445
1.28934	2.24613681196
1.29231	2.24599850923
1.29529	2.24586047288
1.29827	2.24572269959
1.30127	2.24558518601
1.30427	2.24544792882
1.30727	2.2453109247
1.31029	2.24517417035
1.31331	2.24503766246
1.31633	2.24490139774
1.31937	2.24476537292
1.32241	2.2446295847
1.32546	2.24449402984
1.32851	2.24435870506
1.33158	2.24422360713
1.33465	2.24408873279
1.33772	2.24395407881
1.34081	2.24381964196
1.3439	2.24368541903
1.347	2.24355140679
1.3501	2.24341760205
1.35321	2.24328400161
1.35633	2.24315060227
1.35946	2.24301740085
1.36259	2.24288439417
1.36573	2.24275157906
1.36888	2.24261895236
1.37204	2.24248651092
1.3752	2.24235425157
1.37837	2.24222217118
1.38155	2.2420902666
1.38473	2.24195853471
1.38793	2.24182697237
1.39113	2.24169557647
1.39433	2.24156434389
1.39755	2.24143327153
1.40077	2.24130235628
1.404	2.24117159504
1.40723	2.24104098473
1.41048	2.24091052224
1.41373	2.24078020452
1.41699	2.24065002846
1.42025	2.24051999102
1.42353	2.24039008911
1.42681	2.24026031969
1.4301	2.24013067968
1.4334	2.24000116605
1.4367	2.23987177574
1.44001	2.23974250571
1.44333	2.23961335292
1.44666	2.23948431434
1.44999	2.23935538694
1.45334	2.23922656769
1.45669	2.23909785358
1.46005	2.23896924158
1.46341	2.23884072868
1.46678	2.23871231187
1.47017	2.23858398814
1.47355	2.2384557545
1.47695	2.23832760794
1.48036	2.23819954546
1.48377	2.23807156408
1.48719	2.23794366081
1.49062	2.23781583265
1.49405	2.23768807664
1.4975	2.23756038977
1.50095	2.23743276909
1.50441	2.23730521161
1.50788	2.23717771437
1.51135	2.23705027438
1.51484	2.2369228887
1.51833	2.23679555435
1.52183	2.23666826837
1.52534	2.2365410278
1.52886	2.23641382969
1.53238	2.23628667107
1.53591	2.236159549
1.53945	2.23603246053
1.543	2.2359054027
1.54656	2.23577837257
1.55012	2.23565136719
1.5537	2.23552438361
1.55728	2.2353974189
1.56087	2.2352704701
1.56447	2.23514353429
1.56807	2.23501660852
1.57169	2.23488968985
1.57531	2.23476277535
1.57894	2.23463586207
1.58258	2.2345089471
1.58623	2.23438202748
1.58989	2.23425510028
1.59355	2.23412816258
1.59723	2.23400121144
1.60091	2.23387424393
1.6046	2.23374725711
1.6083	2.23362024805
1.612	2.23349321383
1.61572	2.23336615151
1.61945	2.23323905816
1.62318	2.23311193085
1.62692	2.23298476665
1.63067	2.23285756262
1.63443	2.23273031583
1.6382	2.23260302336
1.64197	2.23247568226
1.64576	2.23234828961
1.64955	2.23222084246
1.65336	2.2320933379
1.65717	2.23196577297
1.66099	2.23183814475
1.66482	2.23171045029
1.66865	2.23158268665
1.6725	2.23145485091
1.67636	2.23132694011
1.68022	2.23119895131
1.68409	2.23107088158
1.68798	2.23094272795
1.69187	2.2308144875
1.69577	2.23068615726
1.69968	2.2305577343
1.70359	2.23042921565
1.70752	2.23030059836
1.71146	2.23017187948
1.7154	2.23004305604
1.71936	2.2299141251
1.72332	2.22978508368
1.72729	2.22965592882
1.73128	2.22952665756
1.73527	2.22939726692
1.73927	2.22926775393
1.74328	2.22913811562
1.7473	2.22900834901
1.75132	2.22887845111
